"Date","Hostname","Uptime","Event","IN","OUT","OUT","OUT","OUT","OUT","OUT","OUT","OUT","OUT","OUT","OUT","OUT"
"Sep 24 00:30:01","Server","122176.320138","122176.320138","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","15214","DF","UDP","138","138"
"Sep 24 00:30:01","Server","122176.320249","122176.320249","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","15215","DF","UDP","138","138"
"Sep 24 00:30:01","Server","122176.320365","122176.320365","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","64514","DF","UDP","138","138"
"Sep 24 00:30:01","Server","122176.320430","122176.320430","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","64515","DF","UDP","138","138"
"Sep 24 00:33:16","Server","122370.944805","122370.944805","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","23003","DF","UDP","17886","53"
"Sep 24 00:33:16","Server","122370.944873","122370.944873","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","23004","DF","UDP","27334","53"
"Sep 24 00:33:16","Server","122370.945053","122370.945053","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","23005","DF","UDP","20409","53"
"Sep 24 00:33:16","Server","122370.945088","122370.945088","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","23006","DF","UDP","46003","53"
"Sep 24 00:33:16","Server","122370.945572","122370.945572","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","23007","DF","UDP","46312","53"
"Sep 24 00:33:16","Server","122370.945606","122370.945606","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","23008","DF","UDP","30444","53"
"Sep 24 00:33:16","Server","122370.946138","122370.946138","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","23009","DF","UDP","24331","53"
"Sep 24 00:33:16","Server","122370.946204","122370.946204","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","23010","DF","UDP","63485","53"
"Sep 24 00:33:16","Server","122370.946453","122370.946453","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","23011","DF","UDP","16689","53"
"Sep 24 00:33:16","Server","122370.946486","122370.946486","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","23012","DF","UDP","45618","53"
"Sep 24 00:33:16","Server","122370.946688","122370.946688","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","23013","DF","UDP","47695","53"
"Sep 24 00:33:16","Server","122370.946716","122370.946716","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","23014","DF","UDP","60108","53"
"Sep 24 00:41:31","Server","122866.009832","122866.009832","","docker0","172.17.42.1","224.0.0.251","73","0x00","0x00","255","13111","DF","UDP","5353","5353"
"Sep 24 00:41:31","Server","122866.010183","122866.010183","","eth0","192.168.1.28","224.0.0.251","73","0x00","0x00","255","5252","DF","UDP","5353","5353"
"Sep 24 00:42:05","Server","122900.100547","122900.100547","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","55480","DF","UDP","138","138"
"Sep 24 00:42:05","Server","122900.100654","122900.100654","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","55481","DF","UDP","138","138"
"Sep 24 00:42:05","Server","122900.100781","122900.100781","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","38333","DF","UDP","138","138"
"Sep 24 00:42:05","Server","122900.100831","122900.100831","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","38334","DF","UDP","138","138"
"Sep 24 00:54:08","Server","123622.112875","123622.112875","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","22024","DF","UDP","138","138"
"Sep 24 00:54:08","Server","123622.113018","123622.113018","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","22025","DF","UDP","138","138"
"Sep 24 00:54:08","Server","123622.113154","123622.113154","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","53383","DF","UDP","138","138"
"Sep 24 00:54:08","Server","123622.113205","123622.113205","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","53384","DF","UDP","138","138"
"Sep 24 01:03:16","Server","124170.059319","124170.059319","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","45963","DF","UDP","26710","53"
"Sep 24 01:03:16","Server","124170.059349","124170.059349","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","45964","DF","UDP","48517","53"
"Sep 24 01:03:16","Server","124170.059591","124170.059591","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","45965","DF","UDP","38096","53"
"Sep 24 01:03:16","Server","124170.059617","124170.059617","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","45966","DF","UDP","34800","53"
"Sep 24 01:03:16","Server","124170.060382","124170.060382","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","45967","DF","UDP","40458","53"
"Sep 24 01:03:16","Server","124170.060407","124170.060407","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","45968","DF","UDP","26462","53"
"Sep 24 01:03:16","Server","124170.060809","124170.060809","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","45969","DF","UDP","26254","53"
"Sep 24 01:03:16","Server","124170.060835","124170.060835","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","45970","DF","UDP","21888","53"
"Sep 24 01:03:16","Server","124170.061103","124170.061103","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","45971","DF","UDP","25766","53"
"Sep 24 01:03:16","Server","124170.061129","124170.061129","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","45972","DF","UDP","53411","53"
"Sep 24 01:03:16","Server","124170.061910","124170.061910","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","45973","DF","UDP","30494","53"
"Sep 24 01:03:16","Server","124170.061933","124170.061933","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","45974","DF","UDP","9476","53"
"Sep 24 01:06:10","Server","124344.089852","124344.089852","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","48469","DF","UDP","138","138"
"Sep 24 01:06:10","Server","124344.089959","124344.089959","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","48470","DF","UDP","138","138"
"Sep 24 01:06:10","Server","124344.090088","124344.090088","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","2674","DF","UDP","138","138"
"Sep 24 01:06:10","Server","124344.090138","124344.090138","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","2675","DF","UDP","138","138"
"Sep 24 01:18:13","Server","125066.046422","125066.046422","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","13546","DF","UDP","138","138"
"Sep 24 01:18:13","Server","125066.046544","125066.046544","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","13547","DF","UDP","138","138"
"Sep 24 01:18:13","Server","125066.046657","125066.046657","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","47527","DF","UDP","138","138"
"Sep 24 01:18:13","Server","125066.046705","125066.046705","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","47528","DF","UDP","138","138"
"Sep 24 01:30:15","Server","125788.038174","125788.038174","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","61993","DF","UDP","138","138"
"Sep 24 01:30:15","Server","125788.038286","125788.038286","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","61994","DF","UDP","138","138"
"Sep 24 01:30:15","Server","125788.038455","125788.038455","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","2960","DF","UDP","138","138"
"Sep 24 01:30:15","Server","125788.038504","125788.038504","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","2961","DF","UDP","138","138"
"Sep 24 01:33:16","Server","125969.151558","125969.151558","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","47692","DF","UDP","8291","53"
"Sep 24 01:33:16","Server","125969.151598","125969.151598","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","47693","DF","UDP","42534","53"
"Sep 24 01:33:16","Server","125969.151959","125969.151959","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","47694","DF","UDP","24082","53"
"Sep 24 01:33:16","Server","125969.152018","125969.152018","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","47695","DF","UDP","11215","53"
"Sep 24 01:33:16","Server","125969.152340","125969.152340","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","47696","DF","UDP","3185","53"
"Sep 24 01:33:16","Server","125969.152374","125969.152374","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","47697","DF","UDP","60523","53"
"Sep 24 01:33:16","Server","125969.152611","125969.152611","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","47698","DF","UDP","18811","53"
"Sep 24 01:33:16","Server","125969.152637","125969.152637","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","47699","DF","UDP","7853","53"
"Sep 24 01:33:16","Server","125969.153263","125969.153263","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","47700","DF","UDP","24066","53"
"Sep 24 01:33:16","Server","125969.153289","125969.153289","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","47701","DF","UDP","26348","53"
"Sep 24 01:33:16","Server","125969.154052","125969.154052","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","47702","DF","UDP","11970","53"
"Sep 24 01:33:16","Server","125969.154076","125969.154076","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","47703","DF","UDP","47118","53"
"Sep 24 01:33:24","Server","125977.015375","125977.015375","","eth0","192.168.1.28","192.168.1.68","71","0x00","0x00","64","48725","DF","UDP","15698","53"
"Sep 24 01:33:24","Server","125977.015422","125977.015422","","eth0","192.168.1.28","192.168.1.68","71","0x00","0x00","64","48726","DF","UDP","38015","53"
"Sep 24 01:40:49","Server","126421.400272","126421.400272","","eth0","192.168.1.28","192.168.1.68","71","0x00","0x00","64","7183","DF","UDP","55163","53"
"Sep 24 01:40:49","Server","126421.400312","126421.400312","","eth0","192.168.1.28","192.168.1.68","71","0x00","0x00","64","7184","DF","UDP","38324","53"
"Sep 24 01:41:31","Server","126464.107181","126464.107181","","docker0","172.17.42.1","224.0.0.251","73","0x00","0x00","255","42171","DF","UDP","5353","5353"
"Sep 24 01:41:31","Server","126464.107446","126464.107446","","eth0","192.168.1.28","224.0.0.251","73","0x00","0x00","255","20763","DF","UDP","5353","5353"
"Sep 24 01:42:16","Server","126509.027018","126509.027018","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","43434","DF","UDP","138","138"
"Sep 24 01:42:16","Server","126509.027190","126509.027190","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","43435","DF","UDP","138","138"
"Sep 24 01:42:16","Server","126509.027438","126509.027438","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","27919","DF","UDP","138","138"
"Sep 24 01:42:16","Server","126509.027536","126509.027536","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","27920","DF","UDP","138","138"
"Sep 24 01:54:25","Server","127237.363455","127237.363455","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","62456","DF","UDP","138","138"
"Sep 24 01:54:25","Server","127237.363560","127237.363560","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","62457","DF","UDP","138","138"
"Sep 24 01:54:25","Server","127237.363737","127237.363737","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","38716","DF","UDP","138","138"
"Sep 24 01:54:25","Server","127237.363786","127237.363786","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","38717","DF","UDP","138","138"
"Sep 24 02:03:16","Server","127768.231652","127768.231652","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","37314","DF","UDP","59541","53"
"Sep 24 02:03:16","Server","127768.231698","127768.231698","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","37315","DF","UDP","53293","53"
"Sep 24 02:03:16","Server","127768.231734","127768.231734","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","37316","DF","UDP","46136","53"
"Sep 24 02:03:16","Server","127768.231768","127768.231768","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","37317","DF","UDP","4688","53"
"Sep 24 02:03:16","Server","127768.231803","127768.231803","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","37318","DF","UDP","58009","53"
"Sep 24 02:03:16","Server","127768.231871","127768.231871","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","37319","DF","UDP","39379","53"
"Sep 24 02:03:16","Server","127768.231963","127768.231963","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","37320","DF","UDP","43835","53"
"Sep 24 02:03:16","Server","127768.231995","127768.231995","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","37321","DF","UDP","29859","53"
"Sep 24 02:03:16","Server","127768.232811","127768.232811","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","37322","DF","UDP","54684","53"
"Sep 24 02:03:16","Server","127768.232836","127768.232836","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","37323","DF","UDP","50985","53"
"Sep 24 02:03:16","Server","127768.233159","127768.233159","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","37324","DF","UDP","61114","53"
"Sep 24 02:03:16","Server","127768.233181","127768.233181","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","37325","DF","UDP","29747","53"
"Sep 24 02:06:31","Server","127962.526697","127962.526697","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","36846","DF","UDP","138","138"
"Sep 24 02:06:31","Server","127962.526872","127962.526872","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","36847","DF","UDP","138","138"
"Sep 24 02:06:31","Server","127962.526995","127962.526995","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","1592","DF","UDP","138","138"
"Sep 24 02:06:31","Server","127962.527043","127962.527043","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","1593","DF","UDP","138","138"
"Sep 24 02:18:33","Server","128684.549433","128684.549433","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","24814","DF","UDP","138","138"
"Sep 24 02:18:33","Server","128684.549540","128684.549540","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","24815","DF","UDP","138","138"
"Sep 24 02:18:33","Server","128684.549659","128684.549659","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","56302","DF","UDP","138","138"
"Sep 24 02:18:33","Server","128684.549722","128684.549722","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","56303","DF","UDP","138","138"
"Sep 24 02:30:35","Server","129406.528144","129406.528144","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","48526","DF","UDP","138","138"
"Sep 24 02:30:35","Server","129406.528247","129406.528247","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","48527","DF","UDP","138","138"
"Sep 24 02:30:35","Server","129406.528375","129406.528375","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","493","DF","UDP","138","138"
"Sep 24 02:30:35","Server","129406.528424","129406.528424","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","494","DF","UDP","138","138"
"Sep 24 02:33:16","Server","129567.326929","129567.326929","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","8063","DF","UDP","33767","53"
"Sep 24 02:33:16","Server","129567.327008","129567.327008","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","8064","DF","UDP","3556","53"
"Sep 24 02:33:16","Server","129567.327057","129567.327057","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","8065","DF","UDP","62264","53"
"Sep 24 02:33:16","Server","129567.327090","129567.327090","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","8066","DF","UDP","17193","53"
"Sep 24 02:33:16","Server","129567.327437","129567.327437","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","8067","DF","UDP","10439","53"
"Sep 24 02:33:16","Server","129567.327472","129567.327472","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","8068","DF","UDP","57848","53"
"Sep 24 02:33:16","Server","129567.327647","129567.327647","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","8069","DF","UDP","26011","53"
"Sep 24 02:33:16","Server","129567.327683","129567.327683","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","8070","DF","UDP","64019","53"
"Sep 24 02:33:16","Server","129567.328296","129567.328296","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","8071","DF","UDP","28354","53"
"Sep 24 02:33:16","Server","129567.328333","129567.328333","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","8072","DF","UDP","39915","53"
"Sep 24 02:33:16","Server","129567.329118","129567.329118","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","8073","DF","UDP","38836","53"
"Sep 24 02:33:16","Server","129567.329140","129567.329140","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","8074","DF","UDP","54052","53"
"Sep 24 02:33:21","Server","129572.329453","129572.329453","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","8493","DF","UDP","62264","53"
"Sep 24 02:33:21","Server","129572.329518","129572.329518","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","8494","DF","UDP","33767","53"
"Sep 24 02:33:21","Server","129572.329556","129572.329556","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","8495","DF","UDP","3556","53"
"Sep 24 02:33:21","Server","129572.339418","129572.339418","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","8496","DF","UDP","42451","53"
"Sep 24 02:41:31","Server","130062.134368","130062.134368","","docker0","172.17.42.1","224.0.0.251","73","0x00","0x00","255","9869","DF","UDP","5353","5353"
"Sep 24 02:41:31","Server","130062.134760","130062.134760","","eth0","192.168.1.28","224.0.0.251","73","0x00","0x00","255","38724","DF","UDP","5353","5353"
"Sep 24 02:42:36","Server","130127.006962","130127.006962","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","48435","DF","UDP","138","138"
"Sep 24 02:42:36","Server","130127.007041","130127.007041","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","48436","DF","UDP","138","138"
"Sep 24 02:42:36","Server","130127.007098","130127.007098","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","60084","DF","UDP","138","138"
"Sep 24 02:42:36","Server","130127.007123","130127.007123","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","60085","DF","UDP","138","138"
"Sep 24 02:54:45","Server","130855.433485","130855.433485","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","36901","DF","UDP","138","138"
"Sep 24 02:54:45","Server","130855.433589","130855.433589","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","36902","DF","UDP","138","138"
"Sep 24 02:54:45","Server","130855.433747","130855.433747","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","2571","DF","UDP","138","138"
"Sep 24 02:54:45","Server","130855.433798","130855.433798","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","2572","DF","UDP","138","138"
"Sep 24 03:03:16","Server","131366.426599","131366.426599","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","40131","DF","UDP","43911","53"
"Sep 24 03:03:16","Server","131366.426643","131366.426643","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","40132","DF","UDP","3373","53"
"Sep 24 03:03:16","Server","131366.426676","131366.426676","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","40133","DF","UDP","61150","53"
"Sep 24 03:03:16","Server","131366.426707","131366.426707","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","40134","DF","UDP","3666","53"
"Sep 24 03:03:16","Server","131366.426908","131366.426908","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","40135","DF","UDP","38201","53"
"Sep 24 03:03:16","Server","131366.426942","131366.426942","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","40136","DF","UDP","64148","53"
"Sep 24 03:03:16","Server","131366.427472","131366.427472","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","40137","DF","UDP","28181","53"
"Sep 24 03:03:16","Server","131366.427538","131366.427538","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","40138","DF","UDP","19765","53"
"Sep 24 03:03:16","Server","131366.427758","131366.427758","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","40139","DF","UDP","40198","53"
"Sep 24 03:03:16","Server","131366.427791","131366.427791","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","40140","DF","UDP","11362","53"
"Sep 24 03:03:16","Server","131366.428016","131366.428016","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","40141","DF","UDP","56386","53"
"Sep 24 03:03:16","Server","131366.428047","131366.428047","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","40142","DF","UDP","38635","53"
"Sep 24 03:06:48","Server","131577.412347","131577.412347","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","24424","DF","UDP","138","138"
"Sep 24 03:06:48","Server","131577.412478","131577.412478","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","24425","DF","UDP","138","138"
"Sep 24 03:06:48","Server","131577.412782","131577.412782","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","3528","DF","UDP","138","138"
"Sep 24 03:06:48","Server","131577.412835","131577.412835","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","3529","DF","UDP","138","138"
"Sep 24 03:18:50","Server","132299.428796","132299.428796","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","49579","DF","UDP","138","138"
"Sep 24 03:18:50","Server","132299.428908","132299.428908","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","49580","DF","UDP","138","138"
"Sep 24 03:18:50","Server","132299.429252","132299.429252","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","62153","DF","UDP","138","138"
"Sep 24 03:18:50","Server","132299.429307","132299.429307","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","62154","DF","UDP","138","138"
"Sep 24 03:30:52","Server","133021.450272","133021.450272","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","27904","DF","UDP","138","138"
"Sep 24 03:30:52","Server","133021.450380","133021.450380","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","27905","DF","UDP","138","138"
"Sep 24 03:30:52","Server","133021.450725","133021.450725","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","6879","DF","UDP","138","138"
"Sep 24 03:30:52","Server","133021.450778","133021.450778","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","6880","DF","UDP","138","138"
"Sep 24 03:33:16","Server","133165.517021","133165.517021","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","36536","DF","UDP","28503","53"
"Sep 24 03:33:16","Server","133165.517078","133165.517078","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","36537","DF","UDP","34585","53"
"Sep 24 03:33:16","Server","133165.517377","133165.517377","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","36538","DF","UDP","18290","53"
"Sep 24 03:33:16","Server","133165.517403","133165.517403","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","36539","DF","UDP","32830","53"
"Sep 24 03:33:16","Server","133165.517529","133165.517529","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","36540","DF","UDP","28250","53"
"Sep 24 03:33:16","Server","133165.517555","133165.517555","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","36541","DF","UDP","1434","53"
"Sep 24 03:33:16","Server","133165.518467","133165.518467","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","36542","DF","UDP","51423","53"
"Sep 24 03:33:16","Server","133165.518505","133165.518505","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","36543","DF","UDP","46680","53"
"Sep 24 03:33:16","Server","133165.518873","133165.518873","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","36544","DF","UDP","50326","53"
"Sep 24 03:33:16","Server","133165.518917","133165.518917","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","36545","DF","UDP","48713","53"
"Sep 24 03:33:16","Server","133165.519353","133165.519353","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","36546","DF","UDP","50889","53"
"Sep 24 03:33:16","Server","133165.519375","133165.519375","","eth0","192.168.1.28","192.168.1.68","63","0x00","0x00","64","36547","DF","UDP","57651","53"
"Sep 24 03:41:31","Server","133660.205507","133660.205507","","docker0","172.17.42.1","224.0.0.251","73","0x00","0x00","255","28748","DF","UDP","5353","5353"
"Sep 24 03:41:31","Server","133660.205802","133660.205802","","eth0","192.168.1.28","224.0.0.251","73","0x00","0x00","255","39460","DF","UDP","5353","5353"
"Sep 24 03:42:56","Server","133745.126943","133745.126943","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","28991","DF","UDP","138","138"
"Sep 24 03:42:56","Server","133745.127047","133745.127047","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","28992","DF","UDP","138","138"
"Sep 24 03:42:56","Server","133745.127172","133745.127172","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","49580","DF","UDP","138","138"
"Sep 24 03:42:56","Server","133745.127221","133745.127221","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","49581","DF","UDP","138","138"
"Sep 24 03:55:05","Server","134473.331245","134473.331245","","eth0","192.168.1.28","192.168.1.255","258","0x00","0x00","64","26337","DF","UDP","138","138"
"Sep 24 03:55:05","Server","134473.331380","134473.331380","","eth0","192.168.1.28","192.168.1.255","235","0x00","0x00","64","26338","DF","UDP","138","138"
"Sep 24 03:55:05","Server","134473.331537","134473.331537","","docker0","172.17.42.1","172.17.255.255","258","0x00","0x00","64","28037","DF","UDP","138","138"
"Sep 24 03:55:05","Server","134473.331590","134473.331590","","docker0","172.17.42.1","172.17.255.255","235","0x00","0x00","64","28038","DF","UDP","138","138"
"Sep 24 04:03:17","Server","134964.625186","134964.625186","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","38140","DF","UDP","42904","53"
"Sep 24 04:03:17","Server","134964.625229","134964.625229","","eth0","192.168.1.28","192.168.1.68","68","0x00","0x00","64","38141","DF","UDP","4674","53"
"Sep 24 04:03:17","Server","134964.625466","134964.625466","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","38142","DF","UDP","14641","53"
"Sep 24 04:03:17","Server","134964.625491","134964.625491","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","38143","DF","UDP","21130","53"
"Sep 24 04:03:17","Server","134964.626294","134964.626294","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","38144","DF","UDP","59754","53"
"Sep 24 04:03:17","Server","134964.626318","134964.626318","","eth0","192.168.1.28","192.168.1.68","60","0x00","0x00","64","38145","DF","UDP","37123","53"
"Sep 24 04:03:17","Server","134964.626498","134964.626498","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","38146","DF","UDP","10659","53"
"Sep 24 04:03:17","Server","134964.626524","134964.626524","","eth0","192.168.1.28","192.168.1.68","64","0x00","0x00","64","38147","DF","UDP","20764","53"
"Sep 24 04:03:17","Server","134964.627684","134964.627684","","eth0","192.168.1.28","192.168.1.68","65","0x00","0x00","64","38148","DF","UDP","17806","53"
